Transaction_ID,Customer_ID,Date,Time,Store_ID,Store_Name,Product_ID,Product_Name,Category,Price,Quantity,Total Amount,Sex,Join_Date,Date_of_Birth
T-9324,6141,2022-01-16,13:55:09,S-100,中野店,P-016,酒P,アルコール,863,2,1726,Women,2022-07-06,1980-02-21
T-21269,7354,2022-01-16,19:17:02,S-100,中野店,P-017,酒Q,アルコール,1883,1,1883,Men,2022-04-15,1980-10-19
T-10047,6105,2022-01-16,12:21:51,S-100,中野店,P-014,酒N,アルコール,1474,3,4422,Men,2022-12-03,1980-11-04
T-19672,1020,2022-01-16,16:11:48,S-100,中野店,P-019,酒S,アルコール,1730,2,3460,Men,2022-08-10,1990-07-21
T-11277,86,2022-01-16,18:45:56,S-100,中野店,P-009,酒I,アルコール,345,4,1380,Women,2022-05-17,2000-12-02
T-26998,605,2022-01-16,17:12:40,S-100,中野店,P-020,酒T,アルコール,616,1,616,Men,2022-05-08,2000-12-12
T-20729,6569,2022-01-16,19:14:29,S-100,中野店,P-016,酒P,アルコール,801,5,4005,Men,2023-07-25,1990-04-18
T-25661,914,2022-01-16,17:34:06,S-100,中野店,P-002,酒B,アルコール,1162,2,2324,Women,2022-01-25,1990-02-20
T-6881,8808,2022-01-16,17:13:17,S-100,中野店,P-007,酒G,アルコール,1527,1,1527,Men,2022-10-24,1980-01-27
T-29740,586,2022-01-16,11:14:28,S-100,中野店,P-018,酒R,アルコール,1604,1,1604,Women,2022-06-03,1990-01-15
T-5425,722,2022-01-16,15:43:35,S-100,中野店,P-022,酒V,アルコール,1799,4,7196,Women,2022-01-21,1980-10-20
T-1217,6693,2022-01-16,18:13:28,S-100,中野店,P-002,酒B,アルコール,1866,4,7464,Women,2022-05-07,1990-04-02
T-1656,4769,2022-01-16,19:51:37,S-100,中野店,P-005,酒E,アルコール,900,4,3600,Women,2022-02-10,1990-02-07
T-14717,7481,2022-01-16,17:03:42,S-100,中野店,P-011,酒K,アルコール,1259,1,1259,Men,2022-06-01,1980-09-08
T-26000,5270,2022-01-16,18:09:28,S-100,中野店,P-024,酒X,アルコール,520,3,1560,Women,2022-01-05,1980-11-05
T-15429,1648,2022-01-16,19:35:09,S-100,中野店,P-015,酒O,アルコール,381,3,1143,Women,2022-09-04,2000-04-01
T-2397,1819,2022-01-16,13:32:28,S-100,中野店,P-020,酒T,アルコール,1407,2,2814,Women,2022-04-12,1990-02-18
T-28879,9422,2022-01-16,17:00:13,S-100,中野店,P-008,酒H,アルコール,434,5,2170,Women,2023-12-25,1980-12-05
T-14349,5544,2022-01-16,17:15:12,S-100,中野店,P-002,酒B,アルコール,320,3,960,Men,2022-12-05,1970-02-24
T-8013,7353,2022-01-16,14:55:53,S-100,中野店,P-011,酒K,アルコール,628,5,3140,Men,2022-06-02,2000-10-22
T-1925,7564,2022-01-16,11:39:30,S-100,中野店,P-007,酒G,アルコール,1866,3,5598,Men,2022-05-16,1990-01-18
T-25685,6992,2022-01-16,20:44:30,S-100,中野店,P-024,酒X,アルコール,1148,4,4592,Men,2023-06-14,1980-07-14
T-13478,7228,2022-01-16,20:53:55,S-100,中野店,P-016,酒P,アルコール,1658,1,1658,Men,2023-01-11,1990-12-01
T-28427,7569,2022-01-16,11:11:17,S-100,中野店,P-021,酒U,アルコール,168,5,840,Men,2022-01-16,1980-01-19
T-10300,1502,2022-01-16,17:46:39,S-100,中野店,P-023,酒W,アルコール,1061,5,5305,Women,2022-12-20,1990-04-12
T-9655,9927,2022-01-16,15:55:09,S-100,中野店,P-022,酒V,アルコール,1784,4,7136,Women,2022-06-24,1980-05-13
T-24739,2465,2022-01-17,20:33:14,S-100,中野店,P-012,酒L,アルコール,159,4,636,Women,2023-06-25,1990-03-01
T-19188,5497,2022-01-17,19:42:19,S-100,中野店,P-013,酒M,アルコール,918,3,2754,Women,2022-06-15,1970-06-26
T-28316,5853,2022-01-17,20:06:14,S-100,中野店,P-001,酒A,アルコール,1529,3,4587,Women,2022-07-03,1980-02-07
T-29662,5367,2022-01-17,14:32:02,S-100,中野店,P-003,酒C,アルコール,1011,1,1011,Women,2022-03-01,1990-05-16
T-11641,9656,2022-01-17,16:40:21,S-100,中野店,P-023,酒W,アルコール,151,2,302,Men,2023-07-01,1990-02-24
T-6512,4651,2022-01-17,14:41:52,S-100,中野店,P-019,酒S,アルコール,1786,2,3572,Women,2022-02-04,1990-06-22
T-5000,6541,2022-01-17,20:36:56,S-100,中野店,P-001,酒A,アルコール,932,5,4660,Men,2023-11-12,1980-09-26
T-10342,1944,2022-01-17,13:02:57,S-100,中野店,P-021,酒U,アルコール,1717,1,1717,Women,2022-04-05,2000-02-15
T-12337,5818,2022-01-17,20:37:39,S-100,中野店,P-006,酒F,アルコール,969,2,1938,Women,2023-04-13,1990-02-23
T-7785,2583,2022-01-17,12:11:13,S-100,中野店,P-011,酒K,アルコール,1341,3,4023,Men,2022-08-26,1980-12-07
T-6582,3285,2022-01-17,12:15:21,S-100,中野店,P-015,酒O,アルコール,940,2,1880,Women,2022-11-10,1980-01-01
T-20763,1796,2022-01-17,16:13:39,S-100,中野店,P-004,酒D,アルコール,199,1,199,Women,2023-02-11,1980-02-21
T-21453,5811,2022-01-17,11:45:00,S-100,中野店,P-024,酒X,アルコール,1026,5,5130,Women,2022-06-07,1990-11-20
T-4897,438,2022-01-17,20:28:39,S-100,中野店,P-001,酒A,アルコール,623,3,1869,Women,2022-12-26,1990-06-19
T-10162,1428,2022-01-17,12:01:35,S-100,中野店,P-022,酒V,アルコール,1319,3,3957,Men,2022-05-11,1980-02-07
T-9619,2779,2022-01-17,19:46:51,S-100,中野店,P-021,酒U,アルコール,946,1,946,Women,2022-06-05,1990-04-17
T-9517,7368,2022-01-17,11:07:05,S-100,中野店,P-006,酒F,アルコール,176,4,704,Women,2022-04-12,1980-02-03
T-20328,8595,2022-01-17,19:08:45,S-100,中野店,P-018,酒R,アルコール,1487,3,4461,Women,2022-01-20,1990-10-01
T-15727,1738,2022-01-17,12:27:15,S-100,中野店,P-004,酒D,アルコール,1212,3,3636,Men,2023-08-15,1980-12-11
T-12010,9303,2022-01-17,11:04:06,S-100,中野店,P-020,酒T,アルコール,1807,1,1807,Men,2023-05-12,1990-10-27
T-29914,4453,2022-01-17,13:17:03,S-100,中野店,P-018,酒R,アルコール,1246,3,3738,Women,2022-10-11,1990-03-04
T-26680,7626,2022-01-17,18:42:26,S-100,中野店,P-017,酒Q,アルコール,153,4,612,Men,2022-04-20,1980-03-15
T-27111,8330,2022-01-17,15:51:43,S-100,中野店,P-014,酒N,アルコール,648,5,3240,Women,2022-03-24,1980-04-03
T-26002,3133,2022-01-17,15:54:06,S-100,中野店,P-011,酒K,アルコール,1073,1,1073,Men,2022-04-17,1980-08-17
T-18037,9885,2022-01-17,18:54:21,S-100,中野店,P-023,酒W,アルコール,723,5,3615,Women,2022-07-19,1990-08-20
T-24867,9379,2022-01-17,11:01:54,S-100,中野店,P-024,酒X,アルコール,398,3,1194,Men,2022-03-19,1970-06-12
T-21157,9347,2022-01-17,18:38:21,S-100,中野店,P-023,酒W,アルコール,1316,3,3948,Women,2022-06-23,1980-12-24
T-19333,2452,2022-01-17,14:50:56,S-100,中野店,P-003,酒C,アルコール,900,3,2700,Women,2022-04-22,1970-02-02
T-11481,4347,2022-01-17,13:13:56,S-100,中野店,P-002,酒B,アルコール,973,4,3892,Women,2022-11-02,1980-06-11
T-27026,1091,2022-01-17,14:37:12,S-100,中野店,P-021,酒U,アルコール,1865,4,7460,Men,2022-01-20,1980-09-21
T-17883,6416,2022-01-17,14:34:59,S-100,中野店,P-013,酒M,アルコール,504,5,2520,Women,2022-03-27,1980-03-09
T-10296,7288,2022-01-17,15:02:22,S-100,中野店,P-006,酒F,アルコール,270,4,1080,Women,2022-06-13,1990-10-19
T-21537,732,2022-01-17,13:37:00,S-100,中野店,P-008,酒H,アルコール,1223,5,6115,Men,2022-01-20,1990-04-13
T-9173,3776,2022-01-17,13:35:20,S-100,中野店,P-020,酒T,アルコール,374,2,748,Men,2022-05-04,1990-03-16
T-19733,2630,2022-01-17,14:33:23,S-100,中野店,P-017,酒Q,アルコール,1099,5,5495,Women,2022-03-02,1980-08-04
T-9227,2996,2022-01-17,20:52:08,S-100,中野店,P-005,酒E,アルコール,998,5,4990,Women,2023-04-09,1990-06-05
T-7617,2818,2022-01-17,18:13:06,S-100,中野店,P-002,酒B,アルコール,820,5,4100,Women,2022-12-06,1990-05-06
T-13100,7403,2022-01-17,17:37:58,S-100,中野店,P-002,酒B,アルコール,549,2,1098,Men,2022-02-11,1970-06-20
T-13372,478,2022-01-17,17:15:20,S-100,中野店,P-001,酒A,アルコール,1627,1,1627,Women,2022-02-01,1990-09-15
T-1557,6153,2022-01-17,19:26:22,S-100,中野店,P-007,酒G,アルコール,1888,4,7552,Women,2022-10-25,1980-02-24
T-19939,7582,2022-01-17,15:36:30,S-100,中野店,P-018,酒R,アルコール,689,2,1378,Women,2022-12-01,1980-07-17
T-16343,3367,2022-01-17,15:59:06,S-100,中野店,P-020,酒T,アルコール,1571,5,7855,Men,2022-11-15,1990-06-04
T-25362,5673,2022-01-17,12:27:04,S-100,中野店,P-016,酒P,アルコール,179,3,537,Women,2023-01-24,1990-05-28
T-17510,6948,2022-01-18,18:48:55,S-100,中野店,P-020,酒T,アルコール,863,4,3452,Women,2022-04-20,1990-11-23
T-25407,1310,2022-01-18,18:49:07,S-100,中野店,P-023,酒W,アルコール,1545,4,6180,Women,2022-08-09,1990-06-22
T-5557,5952,2022-01-18,19:03:57,S-100,中野店,P-011,酒K,アルコール,897,5,4485,Women,2022-03-06,1990-07-27
T-11095,7637,2022-01-18,15:08:37,S-100,中野店,P-016,酒P,アルコール,1131,5,5655,Women,2022-01-10,1980-05-23
T-25905,5044,2022-01-18,15:56:05,S-100,中野店,P-009,酒I,アルコール,255,5,1275,Men,2022-07-03,1980-01-28
T-11778,8377,2022-01-18,14:42:17,S-100,中野店,P-010,酒J,アルコール,987,3,2961,Women,2022-02-13,1990-09-02
T-2015,1808,2022-01-18,19:43:24,S-100,中野店,P-008,酒H,アルコール,1382,2,2764,Men,2022-03-11,1980-03-18
T-3560,7010,2022-01-18,12:48:12,S-100,中野店,P-003,酒C,アルコール,1836,2,3672,Women,2022-03-10,2000-08-17
T-725,8281,2022-01-18,18:14:54,S-100,中野店,P-016,酒P,アルコール,1106,1,1106,Men,2022-08-27,1990-02-07
T-13517,2492,2022-01-18,20:00:21,S-100,中野店,P-008,酒H,アルコール,840,4,3360,Women,2022-10-07,1990-01-27
T-14611,4249,2022-01-18,16:09:08,S-100,中野店,P-012,酒L,アルコール,937,5,4685,Men,2022-06-24,1990-10-01
T-25337,2507,2022-01-18,16:01:36,S-100,中野店,P-005,酒E,アルコール,1811,1,1811,Women,2022-04-20,2000-08-10
T-24017,1969,2022-01-18,16:11:43,S-100,中野店,P-002,酒B,アルコール,244,1,244,Women,2022-09-21,1990-01-26
T-15319,284,2022-01-18,18:16:27,S-100,中野店,P-017,酒Q,アルコール,113,3,339,Women,2022-11-02,1980-11-01
T-3538,4428,2022-01-18,12:19:03,S-100,中野店,P-018,酒R,アルコール,942,5,4710,Women,2022-10-13,1990-09-18
T-15717,2754,2022-01-18,15:06:56,S-100,中野店,P-003,酒C,アルコール,1851,3,5553,Women,2022-06-06,1970-11-11
T-9425,7778,2022-01-18,13:47:51,S-100,中野店,P-009,酒I,アルコール,1749,5,8745,Women,2022-02-11,1980-05-03
T-5049,9682,2022-01-18,17:23:00,S-100,中野店,P-008,酒H,アルコール,1577,3,4731,Women,2022-03-11,1990-12-17
T-22843,256,2022-01-18,19:32:53,S-100,中野店,P-008,酒H,アルコール,690,1,690,Women,2022-02-21,1990-08-05
T-7435,6530,2022-01-18,12:09:23,S-100,中野店,P-004,酒D,アルコール,446,3,1338,Men,2023-06-14,1980-11-15
T-18576,3586,2022-01-18,18:25:47,S-100,中野店,P-005,酒E,アルコール,547,3,1641,Men,2022-12-12,1990-07-10
T-13431,9878,2022-01-18,16:38:54,S-100,中野店,P-018,酒R,アルコール,553,1,553,Men,2022-06-11,1980-06-25
T-26032,7722,2022-01-18,16:10:39,S-100,中野店,P-023,酒W,アルコール,977,2,1954,Men,2023-12-01,1990-03-02
T-1401,4891,2022-01-18,13:13:14,S-100,中野店,P-003,酒C,アルコール,1844,5,9220,Men,2022-06-27,1990-08-27
T-23754,838,2022-01-18,19:03:53,S-100,中野店,P-024,酒X,アルコール,1019,2,2038,Men,2023-06-06,1970-06-16
T-26342,1937,2022-01-18,20:03:01,S-100,中野店,P-003,酒C,アルコール,1861,4,7444,Men,2022-01-07,1970-12-12
T-24264,6343,2022-01-18,14:55:41,S-100,中野店,P-024,酒X,アルコール,477,3,1431,Men,2022-09-23,1990-07-11
T-13722,8207,2022-01-18,12:24:19,S-100,中野店,P-020,酒T,アルコール,1193,1,1193,Women,2022-07-02,1990-11-24
T-13443,6435,2022-01-18,17:35:04,S-100,中野店,P-016,酒P,アルコール,476,3,1428,Women,2022-12-14,1990-09-08
T-19319,6168,2022-01-18,14:03:32,S-100,中野店,P-016,酒P,アルコール,1396,1,1396,Women,2022-07-04,1990-05-05
T-29371,7968,2022-01-18,16:22:23,S-100,中野店,P-003,酒C,アルコール,285,1,285,Men,2022-07-09,1980-02-11
T-17006,8061,2022-01-18,15:53:40,S-100,中野店,P-010,酒J,アルコール,1262,1,1262,Women,2022-11-25,1990-05-15
T-13073,2951,2022-01-18,11:35:15,S-100,中野店,P-018,酒R,アルコール,745,3,2235,Men,2022-07-21,1980-08-16
T-28406,6908,2022-01-19,14:48:30,S-100,中野店,P-023,酒W,アルコール,1775,1,1775,Men,2022-04-05,1990-05-23
T-14600,8300,2022-01-19,15:16:09,S-100,中野店,P-002,酒B,アルコール,1326,5,6630,Men,2022-06-20,1970-11-06
T-11266,84,2022-01-19,17:47:18,S-100,中野店,P-011,酒K,アルコール,1651,2,3302,Men,2022-01-27,1980-01-25
T-15562,7856,2022-01-19,18:44:53,S-100,中野店,P-015,酒O,アルコール,1260,3,3780,Women,2022-08-17,1970-03-15
T-28318,6118,2022-01-19,17:42:55,S-100,中野店,P-005,酒E,アルコール,500,2,1000,Women,2022-12-03,1990-01-27
T-9641,3559,2022-01-19,11:26:51,S-100,中野店,P-002,酒B,アルコール,377,3,1131,Women,2022-02-14,1990-06-07
T-3557,7010,2022-01-19,16:16:21,S-100,中野店,P-008,酒H,アルコール,725,4,2900,Men,2022-07-28,1990-01-27
T-17135,3327,2022-01-19,13:14:16,S-100,中野店,P-015,酒O,アルコール,505,4,2020,Men,2023-11-24,1970-05-05
T-9196,4540,2022-01-19,17:13:22,S-100,中野店,P-006,酒F,アルコール,669,4,2676,Men,2022-10-07,1990-08-20
T-25579,5419,2022-01-19,15:25:05,S-100,中野店,P-018,酒R,アルコール,704,3,2112,Men,2022-04-05,1990-11-07
T-3726,6040,2022-01-19,14:11:02,S-100,中野店,P-014,酒N,アルコール,839,5,4195,Men,2022-10-25,1980-04-04
T-6152,8550,2022-01-19,16:22:36,S-100,中野店,P-009,酒I,アルコール,944,2,1888,Women,2022-08-20,1990-02-21
T-11608,3476,2022-01-19,13:13:14,S-100,中野店,P-007,酒G,アルコール,1871,4,7484,Women,2022-01-22,1980-02-18
T-14895,1412,2022-01-19,15:14:27,S-100,中野店,P-010,酒J,アルコール,1920,4,7680,Women,2022-12-10,1990-05-11
T-27841,5301,2022-01-19,19:25:00,S-100,中野店,P-020,酒T,アルコール,1837,1,1837,Women,2022-05-24,1980-10-18
T-15874,6987,2022-01-19,18:44:26,S-100,中野店,P-010,酒J,アルコール,1886,5,9430,Men,2023-06-13,1990-04-10
T-12722,8703,2022-01-19,19:57:31,S-100,中野店,P-004,酒D,アルコール,1889,3,5667,Men,2022-01-07,1990-10-01
T-12614,1644,2022-01-19,12:40:47,S-100,中野店,P-008,酒H,アルコール,415,4,1660,Men,2022-04-17,1970-08-23
T-10187,365,2022-01-19,15:07:39,S-100,中野店,P-017,酒Q,アルコール,551,1,551,Women,2022-03-02,1990-10-07
T-467,4811,2022-01-19,16:20:33,S-100,中野店,P-020,酒T,アルコール,1254,1,1254,Women,2023-10-05,1990-04-21
T-468,7369,2022-01-19,14:27:24,S-100,中野店,P-019,酒S,アルコール,1852,4,7408,Men,2022-01-08,1990-04-12
T-25492,9401,2022-01-19,11:36:04,S-100,中野店,P-012,酒L,アルコール,983,4,3932,Women,2022-03-13,1980-08-23
T-4327,7281,2022-01-19,15:51:16,S-100,中野店,P-019,酒S,アルコール,1609,3,4827,Men,2022-06-23,1990-02-28
T-26346,6929,2022-01-19,11:12:01,S-100,中野店,P-015,酒O,アルコール,1806,2,3612,Men,2022-07-24,1990-02-01
T-7551,6055,2022-01-19,11:55:23,S-100,中野店,P-011,酒K,アルコール,289,4,1156,Women,2022-01-02,1980-05-26
T-4448,7694,2022-01-19,20:50:25,S-100,中野店,P-017,酒Q,アルコール,889,5,4445,Women,2023-11-09,1980-12-01
T-8756,819,2022-01-19,13:41:23,S-100,中野店,P-008,酒H,アルコール,1303,2,2606,Women,2023-10-16,1980-01-04
T-5805,258,2022-01-19,15:10:45,S-100,中野店,P-022,酒V,アルコール,1614,5,8070,Men,2022-03-15,1990-02-07
T-8457,5160,2022-01-19,15:41:54,S-100,中野店,P-012,酒L,アルコール,1606,5,8030,Women,2022-04-21,1990-02-11
T-26946,4613,2022-01-19,20:14:29,S-100,中野店,P-001,酒A,アルコール,559,3,1677,Women,2023-11-04,1990-05-07
T-29381,792,2022-01-19,18:07:34,S-100,中野店,P-015,酒O,アルコール,937,1,937,Men,2022-04-13,1990-05-03
T-16363,5312,2022-01-19,19:24:59,S-100,中野店,P-002,酒B,アルコール,398,1,398,Women,2022-05-17,1990-11-20
T-13216,5233,2022-01-19,19:19:31,S-100,中野店,P-014,酒N,アルコール,1065,5,5325,Men,2023-02-10,1990-09-26
T-20085,3732,2022-01-19,17:13:16,S-100,中野店,P-003,酒C,アルコール,1318,4,5272,Men,2022-09-07,1990-03-24
T-19778,8257,2022-01-19,13:29:30,S-100,中野店,P-013,酒M,アルコール,1659,2,3318,Men,2022-01-28,1970-05-28
T-4678,5348,2022-01-19,11:29:58,S-100,中野店,P-007,酒G,アルコール,212,3,636,Women,2023-04-08,1990-07-25
T-25219,4712,2022-01-19,12:46:38,S-100,中野店,P-009,酒I,アルコール,507,4,2028,Women,2022-08-27,1990-04-03
T-10506,232,2022-01-19,17:28:09,S-100,中野店,P-009,酒I,アルコール,540,5,2700,Women,2023-04-13,1990-01-23
T-24587,5025,2022-01-19,16:10:28,S-100,中野店,P-012,酒L,アルコール,1439,5,7195,Men,2023-09-02,1970-02-12
T-27611,9199,2022-01-19,15:57:25,S-100,中野店,P-017,酒Q,アルコール,1502,1,1502,Men,2022-01-14,1980-12-27
T-23141,236,2022-01-19,13:51:42,S-100,中野店,P-021,酒U,アルコール,485,5,2425,Men,2022-08-22,1990-10-09
T-11729,6085,2022-01-19,17:10:43,S-100,中野店,P-007,酒G,アルコール,724,5,3620,Women,2022-07-04,1970-10-16
T-8778,6660,2022-01-20,19:58:56,S-100,中野店,P-008,酒H,アルコール,1022,3,3066,Men,2022-02-05,1980-01-24
T-13419,9770,2022-01-20,20:29:54,S-100,中野店,P-015,酒O,アルコール,1306,3,3918,Women,2022-11-07,1990-12-22
T-16535,117,2022-01-20,14:14:38,S-100,中野店,P-012,酒L,アルコール,1653,4,6612,Women,2022-10-18,1990-07-21
T-787,1287,2022-01-20,18:14:29,S-100,中野店,P-009,酒I,アルコール,258,3,774,Men,2022-05-26,1990-08-04
T-23542,6925,2022-01-20,15:02:49,S-100,中野店,P-009,酒I,アルコール,1573,1,1573,Women,2022-01-17,1970-11-27
T-13069,1763,2022-01-20,20:10:42,S-100,中野店,P-020,酒T,アルコール,1632,4,6528,Women,2022-04-26,1990-01-05
T-950,8942,2022-01-20,13:28:11,S-100,中野店,P-017,酒Q,アルコール,1182,4,4728,Women,2022-01-25,1980-06-04
T-10972,1120,2022-01-20,17:09:54,S-100,中野店,P-002,酒B,アルコール,138,2,276,Men,2022-01-13,1970-10-15
T-22729,1447,2022-01-20,17:41:49,S-100,中野店,P-015,酒O,アルコール,1664,1,1664,Men,2023-02-07,1980-10-10
T-24819,1700,2022-01-20,20:23:08,S-100,中野店,P-004,酒D,アルコール,1895,1,1895,Women,2023-09-09,1980-04-08
T-18464,9434,2022-01-20,18:30:10,S-100,中野店,P-005,酒E,アルコール,1402,2,2804,Women,2022-06-24,1990-09-04
T-16310,9922,2022-01-20,15:01:11,S-100,中野店,P-005,酒E,アルコール,336,5,1680,Men,2022-03-07,1970-08-09
T-20324,8146,2022-01-20,18:11:15,S-100,中野店,P-019,酒S,アルコール,1151,4,4604,Women,2022-09-16,2000-11-04
T-23889,3790,2022-01-20,11:49:54,S-100,中野店,P-013,酒M,アルコール,1771,3,5313,Women,2022-05-18,1980-08-19
T-23951,6185,2022-01-20,20:15:25,S-100,中野店,P-017,酒Q,アルコール,1703,5,8515,Women,2023-01-12,1990-05-22
T-22635,7500,2022-01-20,15:47:42,S-100,中野店,P-024,酒X,アルコール,819,2,1638,Men,2022-09-28,1980-03-15
T-14267,5380,2022-01-20,13:07:19,S-100,中野店,P-024,酒X,アルコール,1260,4,5040,Women,2022-03-19,1990-05-05
T-20210,1487,2022-01-20,12:09:20,S-100,中野店,P-001,酒A,アルコール,1754,2,3508,Men,2023-12-02,1990-06-18
T-21068,3676,2022-01-20,13:16:44,S-100,中野店,P-010,酒J,アルコール,1080,2,2160,Men,2022-01-06,1980-10-21
T-1840,7477,2022-01-20,13:07:25,S-100,中野店,P-005,酒E,アルコール,366,4,1464,Men,2023-11-18,1990-04-02
T-17778,4547,2022-01-20,13:32:55,S-100,中野店,P-019,酒S,アルコール,1892,1,1892,Men,2023-04-13,1970-03-02
T-24660,7643,2022-01-20,12:47:16,S-100,中野店,P-016,酒P,アルコール,287,3,861,Women,2022-02-08,1980-03-17
T-6774,8662,2022-01-20,11:21:28,S-100,中野店,P-011,酒K,アルコール,1651,5,8255,Women,2022-11-22,1970-04-01
T-24745,5876,2022-01-20,18:36:51,S-100,中野店,P-013,酒M,アルコール,314,5,1570,Men,2022-03-05,1990-10-03
T-24577,8539,2022-01-20,17:09:06,S-100,中野店,P-003,酒C,アルコール,393,4,1572,Women,2022-10-19,1980-05-12
T-23130,9016,2022-01-20,17:11:21,S-100,中野店,P-006,酒F,アルコール,1401,2,2802,Men,2022-10-04,1980-12-10
T-15405,1666,2022-01-20,20:42:52,S-100,中野店,P-003,酒C,アルコール,1962,5,9810,Women,2022-02-26,1990-12-17
T-8127,8560,2022-01-20,16:29:29,S-100,中野店,P-010,酒J,アルコール,1528,1,1528,Men,2022-01-21,1990-10-16
T-5607,8534,2022-01-20,20:43:05,S-100,中野店,P-019,酒S,アルコール,1598,1,1598,Women,2022-10-14,2000-05-08
T-7621,9982,2022-01-20,15:01:01,S-100,中野店,P-022,酒V,アルコール,416,3,1248,Women,2022-08-28,1980-04-13
T-1148,1778,2022-01-20,14:06:18,S-100,中野店,P-004,酒D,アルコール,1524,5,7620,Men,2022-03-13,1990-05-14
T-18643,7896,2022-01-20,13:27:48,S-100,中野店,P-015,酒O,アルコール,230,4,920,Men,2022-06-22,1990-05-21
T-12367,1919,2022-01-20,13:48:17,S-100,中野店,P-021,酒U,アルコール,488,2,976,Women,2023-12-02,1970-01-12
T-18628,7523,2022-01-20,20:17:15,S-100,中野店,P-003,酒C,アルコール,856,5,4280,Men,2022-03-25,1980-11-27
T-5713,6528,2022-01-20,18:44:29,S-100,中野店,P-012,酒L,アルコール,872,1,872,Women,2022-05-10,1990-02-08
T-23047,2684,2022-01-20,13:08:28,S-100,中野店,P-004,酒D,アルコール,1579,5,7895,Men,2022-09-20,2000-04-07
T-8923,203,2022-01-20,14:31:10,S-100,中野店,P-003,酒C,アルコール,1356,3,4068,Women,2023-12-05,1980-08-24
T-17458,5910,2022-01-20,11:05:14,S-100,中野店,P-024,酒X,アルコール,1042,2,2084,Women,2022-02-24,1970-12-19
T-15306,2070,2022-01-21,18:25:35,S-100,中野店,P-017,酒Q,アルコール,1361,1,1361,Men,2022-07-05,1980-04-18
T-13222,3238,2022-01-21,18:50:55,S-100,中野店,P-017,酒Q,アルコール,253,2,506,Men,2022-07-06,1990-06-21
T-18715,4452,2022-01-21,15:31:54,S-100,中野店,P-007,酒G,アルコール,758,2,1516,Women,2022-07-21,1970-05-04
T-15472,9918,2022-01-21,15:10:00,S-100,中野店,P-004,酒D,アルコール,1004,4,4016,Women,2023-10-26,1990-05-02
T-1289,2216,2022-01-21,18:36:54,S-100,中野店,P-011,酒K,アルコール,290,5,1450,Women,2023-02-21,1980-02-10
T-23231,9979,2022-01-21,19:00:40,S-100,中野店,P-022,酒V,アルコール,754,1,754,Women,2023-01-19,1980-12-05
T-16457,2377,2022-01-21,16:56:39,S-100,中野店,P-013,酒M,アルコール,1409,5,7045,Women,2022-02-14,1970-07-27
T-25237,60,2022-01-21,18:51:49,S-100,中野店,P-013,酒M,アルコール,654,1,654,Women,2022-02-27,1980-08-18
T-6661,7983,2022-01-21,19:29:36,S-100,中野店,P-024,酒X,アルコール,1126,2,2252,Men,2022-09-23,1990-12-26
T-15797,2418,2022-01-21,15:49:49,S-100,中野店,P-011,酒K,アルコール,552,5,2760,Men,2022-07-03,1990-11-09
T-26710,2570,2022-01-21,11:30:58,S-100,中野店,P-020,酒T,アルコール,719,5,3595,Men,2022-03-09,1970-04-23
T-9686,3642,2022-01-21,20:04:27,S-100,中野店,P-020,酒T,アルコール,1111,2,2222,Women,2022-03-12,1980-10-21
T-22005,101,2022-01-21,12:08:25,S-100,中野店,P-013,酒M,アルコール,594,4,2376,Women,2022-01-20,1980-07-04
T-1613,5071,2022-01-21,11:54:02,S-100,中野店,P-014,酒N,アルコール,978,5,4890,Men,2022-11-27,1990-09-26
T-15951,771,2022-01-21,14:42:31,S-100,中野店,P-007,酒G,アルコール,237,4,948,Men,2022-04-25,1990-04-01
T-1604,6308,2022-01-21,15:01:54,S-100,中野店,P-006,酒F,アルコール,736,2,1472,Men,2022-12-05,1990-05-02
T-13355,4712,2022-01-21,17:29:35,S-100,中野店,P-014,酒N,アルコール,132,1,132,Men,2022-03-04,1990-10-18
T-1561,1529,2022-01-21,19:12:58,S-100,中野店,P-004,酒D,アルコール,317,3,951,Men,2022-08-17,1990-08-27
T-23410,6758,2022-01-21,19:04:47,S-100,中野店,P-003,酒C,アルコール,1773,3,5319,Men,2022-12-04,1990-09-20
T-22117,3487,2022-01-21,11:44:24,S-100,中野店,P-007,酒G,アルコール,1094,3,3282,Women,2022-06-22,2000-03-16
T-20452,7573,2022-01-21,16:22:24,S-100,中野店,P-015,酒O,アルコール,534,3,1602,Men,2022-10-03,1980-06-24
T-17973,2676,2022-01-21,15:12:10,S-100,中野店,P-003,酒C,アルコール,493,1,493,Women,2023-01-21,1990-12-11
T-8203,8748,2022-01-21,19:21:20,S-100,中野店,P-004,酒D,アルコール,1799,1,1799,Women,2022-08-12,2000-05-15
T-26108,4579,2022-01-21,14:58:32,S-100,中野店,P-003,酒C,アルコール,1355,5,6775,Men,2022-08-08,1990-05-13
T-19653,9643,2022-01-21,15:48:20,S-100,中野店,P-017,酒Q,アルコール,815,4,3260,Men,2022-12-24,1980-11-02
T-18005,9849,2022-01-21,12:27:44,S-100,中野店,P-004,酒D,アルコール,781,1,781,Men,2022-03-10,1980-06-25
T-17651,4875,2022-01-21,20:47:07,S-100,中野店,P-002,酒B,アルコール,270,2,540,Men,2022-01-16,1970-08-05
T-4690,8877,2022-01-21,12:03:31,S-100,中野店,P-023,酒W,アルコール,1264,3,3792,Women,2022-04-08,1990-01-15
